split_label,sample_type,strategy_name,schedule_name,cost_scenario_name,total_return,annual_return,max_drawdown,profit_factor,trade_count,average_R,win_rate,sharpe,sortino,calmar
2022_test,train,v8_f_strong_1_5_weak_0_75__base_cost,v8_f_strong_1_5_weak_0_75,base_cost,0.0015911371845533928,0.0007787226069246866,-0.0010774643867643707,2.110676403256533,3,0.05523733016201666,0.3333333333333333,0.1409357276823993,0.018754803712416692,0.7227362839000121
2022_test,train,v8_a_flat_1_0__stress_cost_1_5x,v8_a_flat_1_0,stress_cost_1_5x,0.000703343388562816,0.000344303054806927,-0.0007532282996046691,1.568656224762898,3,0.04702519946090027,0.3333333333333333,0.09419215607592593,0.02221930475548583,0.45710318503385233
2022_test,train,v8_b_strong_1_0_weak_0_5__stress_cost_1_5x,v8_b_strong_1_0_weak_0_5,stress_cost_1_5x,0.0009448923276045296,0.00046251842166089574,-0.0007532282996046691,1.9489052180697495,3,0.04702519946090027,0.3333333333333333,0.12889797302943917,0.015766883762917554,0.6140481204750909
2022_test,train,v8_c_strong_1_25_weak_0_5__stress_cost_1_5x,v8_c_strong_1_25_weak_0_5,stress_cost_1_5x,0.0012409742824610603,0.0006074026832143531,-0.0009415353745056976,2.047363913947616,3,0.04702519946090027,0.3333333333333333,0.13579276400595267,0.015143309122803079,0.6451193440641964
2022_test,train,v8_d_strong_1_5_weak_0_5__stress_cost_1_5x,v8_d_strong_1_5_weak_0_5,stress_cost_1_5x,0.0015368735169973835,0.0007521756872654883,-0.0011298424494069481,2.1184407587729,3,0.04702519946090027,0.3333333333333333,0.14036648055126175,0.014784029310205681,0.6657350214273714
2022_test,train,v8_e_strong_1_25_weak_0_75__stress_cost_1_5x,v8_e_strong_1_25_weak_0_75,stress_cost_1_5x,0.001120164087555997,0.0005482882604928019,-0.0009415353745058086,1.858118403206643,3,0.04702519946090027,0.3333333333333333,0.12197245299493091,0.016520232877288384,0.5823342121166573
2022_test,train,v8_f_strong_1_5_weak_0_75__stress_cost_1_5x,v8_f_strong_1_5_weak_0_75,stress_cost_1_5x,0.0014160276187549226,0.0006930527115662777,-0.001129842449406837,1.947418902571357,3,0.04702519946090027,0.3333333333333333,0.1288979730294615,0.01576688376292054,0.6134065080756416
2022_test,train,v8_a_flat_1_0__stress_cost_2_0x,v8_a_flat_1_0,stress_cost_2_0x,0.0005806432421302521,0.00028424735660270706,-0.0007880643124313913,1.4520282548444543,3,0.03884314388410285,0.3333333333333333,0.07974166618230595,0.01697519894209628,0.3606905580151538
2022_test,train,v8_b_strong_1_0_weak_0_5__stress_cost_2_0x,v8_b_strong_1_0_weak_0_5,stress_cost_2_0x,0.0008286023248620378,0.00040560727845107003,-0.0007880643124313913,1.7990134342275124,3,0.03884314388410285,0.3333333333333333,0.11612620085252097,0.013102811128285052,0.5146880426543641
2022_test,train,v8_c_strong_1_25_weak_0_5__stress_cost_2_0x,v8_c_strong_1_25_weak_0_5,stress_cost_2_0x,0.0010972165628402308,0.0005370592463622703,-0.0009850803905392391,1.8885596034799983,3,0.03884314388410285,0.3333333333333333,0.12338224145216356,0.012718560087262049,0.5451933177436217
2022_test,train,v8_d_strong_1_5_weak_0_5__stress_cost_2_0x,v8_d_strong_1_5_weak_0_5,stress_cost_2_0x,0.0013656470208611715,0.000668403295418285,-0.001182096468647087,1.9531288921411938,3,0.03884314388410285,0.3333333333333333,0.1281993032792097,0.012496345231241851,0.5654388733461615
