编号,币种,策略,方向,本波第几次,开仓时间,开仓价,平仓时间,平仓价,成交数量,名义仓位,风险金额,手续费,滑点成本,盈亏,累计利润,收益率,R倍数,平仓原因,资金占用前权益,平仓后权益,费率口径
4996,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-02-12 10:00:00,0.08027,2024-02-12 23:00:00,0.0815,85470.08,6860.68,100.0,4.98,5.13,-110.11,47680.75,-0.19,-1.1011,止损,57974.86,57680.77,双边 Taker
4998,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-13 03:00:00,0.08168,2024-02-13 11:00:00,0.0817,156250.0,12762.5,100.0,4.85,4.69,-1.73,47679.02,-0.0,-0.0173,保本,57680.77,57679.04,开仓 Maker / 平仓 Taker
4999,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2024-02-13 13:00:00,0.08215,2024-02-13 21:00:00,0.08156,158730.15,13039.68,100.0,7.28,4.76,-100.93,47578.09,-0.17,-1.0093,止损,57679.04,57578.11,开仓 Maker / 平仓 Taker
5000,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-02-13 19:00:00,113.18,2024-02-13 21:00:00,111.84,76.92,8705.81,100.0,3.28,3.08,-106.35,47471.74,-0.18,-1.0636,止损,57679.04,57471.76,开仓 Maker / 平仓 Taker
5002,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-02-14 00:00:00,110.35,2024-02-14 00:00:00,110.62,57.8,6378.23,99.99,3.58,2.31,12.03,47483.77,0.02,0.1203,止损,57471.76,57483.79,开仓 Maker / 平仓 Taker
5003,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-14 00:00:00,108.52,2024-02-14 02:00:00,111.91,30.21,3278.39,100.0,2.4,2.42,-104.81,47378.96,-0.18,-1.0481,止损,57483.79,57378.98,双边 Taker
5001,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-02-13 22:00:00,0.08066,2024-02-14 16:00:00,0.08229,63694.26,5137.58,100.0,3.74,3.82,-107.56,47271.4,-0.19,-1.0756,止损,57471.76,57271.42,双边 Taker
5006,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-14 04:00:00,112.51,2024-02-14 16:00:00,114.85,30.12,3388.8,100.0,2.47,2.41,-72.95,47198.45,-0.13,-0.7295,斜率转正平仓,57378.98,57198.48,双边 Taker
5008,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-15 17:00:00,116.25,2024-02-15 21:00:00,116.14,39.84,4631.4,100.0,3.33,3.19,1.05,47199.5,0.0,0.0105,斜率转正平仓,57198.48,57199.53,双边 Taker
5007,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-14 20:00:00,0.08268,2024-02-15 23:00:00,0.08494,178571.42,14764.29,100.0,5.72,5.36,397.85,47597.35,0.7,3.9785,4R,57198.48,57597.37,开仓 Maker / 平仓 Taker
5004,SOL,SOL 动态委托做多 最佳参数,多头,2,2024-02-14 02:00:00,110.26,2024-02-16 06:00:00,111.65,55.24,6090.76,99.98,3.43,2.21,73.35,47670.7,0.13,0.7336,保本,57378.98,57670.73,开仓 Maker / 平仓 Taker
5010,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-02-16 00:00:00,0.08496,2024-02-16 10:00:00,0.08642,49504.95,4205.94,100.0,3.05,2.97,-75.33,47595.37,-0.13,-0.7533,斜率转正平仓,57597.37,57595.39,双边 Taker
5011,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-16 14:00:00,0.08623,2024-02-16 15:00:00,0.08544,131578.94,11346.05,100.0,4.28,3.95,-108.23,47487.14,-0.19,-1.0823,止损,57595.39,57487.16,开仓 Maker / 平仓 Taker
5012,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-16 22:00:00,0.08666,2024-02-16 22:00:00,0.08571,108695.65,9419.57,100.0,3.55,3.26,-106.81,47380.33,-0.19,-1.0681,止损,57487.16,57380.35,开仓 Maker / 平仓 Taker
5013,ETH,ETH 动态委托做多 最佳参数,多头,1,2024-02-16 22:00:00,2784.27,2024-02-16 23:00:00,2748.24,2.84,7907.33,99.97,2.98,2.36,-105.3,47275.03,-0.18,-1.0534,止损,57380.35,57275.05,开仓 Maker / 平仓 Taker
5015,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-17 09:00:00,0.08569,2024-02-17 09:00:00,0.08486,125000.0,10711.25,100.0,4.04,3.75,-107.79,47167.24,-0.19,-1.0779,止损,57275.05,57167.26,开仓 Maker / 平仓 Taker
5014,ETH,ETH 动态委托做多 最佳参数,多头,2,2024-02-17 01:00:00,2784.52,2024-02-17 22:00:00,2736.69,2.12,5903.18,99.64,2.21,1.76,-103.61,47063.63,-0.18,-1.0399,止损,57275.05,57063.65,开仓 Maker / 平仓 Taker
5017,BTC,BTC 均线斜率做空 最佳参数,空头,0,2024-02-17 22:00:00,50828.4,2024-02-18 03:00:00,51439.6,0.17,8640.83,98.67,6.26,5.24,-110.16,46953.47,-0.19,-1.1165,止损,57063.65,56953.48,双边 Taker
5009,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-15 23:00:00,114.06,2024-02-18 13:00:00,109.52,34.01,3879.18,99.99,2.74,2.72,151.67,47105.14,0.26,1.5168,斜率转正平仓,57597.37,57105.15,双边 Taker
5016,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-02-17 09:00:00,0.08479,2024-02-18 18:00:00,0.08405,57142.85,4845.14,100.0,3.47,3.43,38.81,47143.95,0.07,0.3881,斜率转正平仓,57167.26,57143.96,双边 Taker
5020,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-02-19 06:00:00,112.04,2024-02-19 18:00:00,110.84,86.2,9657.85,99.99,3.64,3.45,-107.08,47036.87,-0.19,-1.0709,止损,57143.96,57036.88,开仓 Maker / 平仓 Taker
5018,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-18 14:00:00,0.08366,2024-02-20 06:00:00,0.08938,175438.59,14677.19,100.0,5.86,5.26,997.65,48034.52,1.75,9.9765,10R,57105.15,58034.53,开仓 Maker / 平仓 Taker
5021,SOL,SOL 动态委托做多 最佳参数,多头,2,2024-02-19 20:00:00,112.21,2024-02-20 08:00:00,110.97,83.33,9350.46,100.0,3.52,3.33,-106.85,47927.67,-0.19,-1.0686,止损,57036.88,57927.68,开仓 Maker / 平仓 Taker
5019,ETH,ETH 动态委托做多 最佳参数,多头,1,2024-02-18 14:00:00,2781.4,2024-02-20 09:00:00,2905.43,4.05,11264.67,99.91,4.42,3.56,497.9,48425.57,0.87,4.9833,5R,57105.15,58425.58,开仓 Maker / 平仓 Taker
5022,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2024-02-20 08:00:00,0.08931,2024-02-20 09:00:00,0.08934,90909.09,8119.09,100.0,3.09,2.73,-0.36,48425.21,-0.0,-0.0036,保本,57927.68,58425.22,开仓 Maker / 平仓 Taker
5024,ETH,ETH 动态委托做多 最佳参数,多头,2,2024-02-20 17:00:00,2884.89,2024-02-21 01:00:00,2885.64,2.89,8337.33,99.91,3.17,2.51,-1.0,48424.21,-0.0,-0.01,保本,58425.22,58424.22,开仓 Maker / 平仓 Taker
5026,BTC,BTC 均线斜率做空 最佳参数,空头,0,2024-02-21 17:00:00,51070.7,2024-02-22 07:00:00,51810.3,0.14,7149.9,99.2,5.19,4.34,-108.73,48315.48,-0.19,-1.096,止损,58424.22,58315.49,双边 Taker
5027,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-22 08:00:00,0.08402,2024-02-22 09:00:00,0.08315,119047.61,10002.38,100.0,3.77,3.57,-107.34,48208.14,-0.18,-1.0734,止损,58315.49,58208.15,开仓 Maker / 平仓 Taker
5023,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-20 08:00:00,110.74,2024-02-22 13:00:00,103.82,39.84,4411.88,100.0,3.08,3.19,272.62,48480.76,0.47,2.7262,斜率转正平仓,57927.68,58480.76,双边 Taker
5025,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-02-20 22:00:00,0.08607,2024-02-22 14:00:00,0.08474,38167.93,3285.11,100.0,2.35,2.29,48.42,48529.18,0.08,0.4842,斜率转正平仓,58425.22,58529.18,双边 Taker
5029,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-22 18:00:00,0.0849,2024-02-22 21:00:00,0.08409,128205.12,10884.61,100.0,4.11,3.85,-107.95,48421.23,-0.18,-1.0795,止损,58529.18,58421.23,开仓 Maker / 平仓 Taker
5031,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-23 03:00:00,103.5,2024-02-23 04:00:00,105.19,33.33,3449.66,99.99,2.5,2.67,-58.83,48362.4,-0.1,-0.5884,斜率转正平仓,58421.23,58362.39,双边 Taker
5030,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-23 02:00:00,0.08468,2024-02-23 07:00:00,0.08389,131578.94,11142.1,100.0,4.2,3.95,-108.15,48254.25,-0.19,-1.0815,止损,58421.23,58254.24,开仓 Maker / 平仓 Taker
5028,ETH,ETH 动态委托做多 最佳参数,多头,1,2024-02-22 09:00:00,2926.65,2024-02-23 15:00:00,2927.41,1.95,5706.97,99.98,2.17,1.72,-0.69,48253.56,-0.0,-0.0069,保本,58208.15,58253.55,开仓 Maker / 平仓 Taker
5033,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-02-23 12:00:00,0.08394,2024-02-24 02:00:00,0.08507,68027.21,5710.2,100.0,4.14,4.08,-81.01,48172.55,-0.14,-0.8101,斜率转正平仓,58254.24,58172.55,双边 Taker
5034,ETH,ETH 均线斜率做空 最佳参数,空头,0,2024-02-23 23:00:00,2915.37,2024-02-24 04:00:00,2952.31,1.87,5451.74,99.78,3.95,3.31,-73.03,48099.52,-0.13,-0.7319,斜率转正平仓,58253.55,58099.52,双边 Taker
5035,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-24 04:00:00,0.0849,2024-02-24 07:00:00,0.084,114942.52,9758.62,100.0,3.68,3.45,-107.13,47992.39,-0.18,-1.0713,止损,58099.52,57992.39,开仓 Maker / 平仓 Taker
5036,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2024-02-24 09:00:00,0.08483,2024-02-24 09:00:00,0.08397,120481.92,10220.48,100.0,3.85,3.61,-107.47,47884.92,-0.19,-1.0747,止损,57992.39,57884.92,开仓 Maker / 平仓 Taker
5032,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-23 07:00:00,101.67,2024-02-24 16:00:00,101.74,31.54,3206.67,99.98,2.31,2.52,-4.52,47880.4,-0.01,-0.0452,斜率转正平仓,58254.24,57880.4,双边 Taker
5038,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-02-25 09:00:00,103.38,2024-02-25 11:00:00,102.5,119.04,12306.36,99.99,4.65,4.76,-109.4,47771.0,-0.19,-1.0941,止损,57880.4,57771.0,开仓 Maker / 平仓 Taker
5039,SOL,SOL 动态委托做多 最佳参数,多头,2,2024-02-25 13:00:00,103.23,2024-02-25 16:00:00,102.44,108.69,11220.07,99.99,6.26,4.35,-92.12,47678.88,-0.16,-0.9213,止损,57771.0,57678.88,开仓 Maker / 平仓 Taker
5041,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-25 23:00:00,102.74,2024-02-26 06:00:00,103.61,55.24,5675.36,99.98,4.1,4.42,-52.16,47626.72,-0.09,-0.5217,斜率转正平仓,57678.88,57626.71,双边 Taker
5037,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-24 13:00:00,0.08494,2024-02-26 17:00:00,0.08496,121951.21,10358.54,100.0,3.94,3.66,-1.5,47625.22,-0.0,-0.015,保本,57884.92,57625.22,开仓 Maker / 平仓 Taker
5040,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-02-25 21:00:00,103.0,2024-02-26 17:00:00,102.15,123.45,12715.35,99.99,4.8,4.94,-109.73,47515.49,-0.19,-1.0974,止损,57678.88,57515.48,开仓 Maker / 平仓 Taker
5042,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-02-26 17:00:00,0.0843,2024-02-26 22:00:00,0.08553,85470.08,7205.13,100.0,5.23,5.13,-110.35,47405.14,-0.19,-1.1035,止损,57515.48,57405.13,双边 Taker
5044,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-26 17:00:00,101.43,2024-02-26 22:00:00,103.64,46.94,4761.12,99.98,3.47,3.76,-107.2,47297.94,-0.19,-1.0722,止损,57515.48,57297.92,双边 Taker
5046,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-02-27 20:00:00,110.52,2024-02-27 21:00:00,109.04,69.44,7674.51,99.99,2.89,2.78,-105.66,47192.28,-0.18,-1.0567,止损,57297.92,57192.27,开仓 Maker / 平仓 Taker
5047,SOL,SOL 动态委托做多 最佳参数,多头,2,2024-02-27 23:00:00,109.2,2024-02-27 23:00:00,108.65,63.69,6954.95,99.99,3.88,2.55,-38.91,47153.37,-0.07,-0.3892,止损,57192.27,57153.35,开仓 Maker / 平仓 Taker
5049,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-02-28 02:00:00,107.22,2024-02-28 02:00:00,107.27,57.47,6161.93,100.0,3.45,2.3,-0.58,47152.79,-0.0,-0.0058,止损,57153.35,57152.77,开仓 Maker / 平仓 Taker
5045,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-27 08:00:00,0.08864,2024-02-28 04:00:00,0.099,106382.97,9429.79,100.0,3.89,3.19,1098.24,48251.03,1.92,10.9824,11R,57297.92,58251.01,开仓 Maker / 平仓 Taker
5051,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2024-02-28 06:00:00,0.09768,2024-02-28 10:00:00,0.09536,43668.12,4265.5,100.0,1.59,1.31,-102.9,48148.13,-0.18,-1.029,止损,58251.01,58148.11,开仓 Maker / 平仓 Taker
5048,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-02-27 23:00:00,106.77,2024-02-28 15:00:00,110.15,30.3,3235.13,99.99,2.37,2.42,-104.78,48043.35,-0.18,-1.0479,止损,57153.35,58043.33,双边 Taker
5052,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-02-28 19:00:00,0.09877,2024-02-28 19:00:00,0.09657,46082.94,4551.61,100.0,1.7,1.38,-103.08,47940.27,-0.18,-1.0308,止损,58043.33,57940.24,开仓 Maker / 平仓 Taker
5005,BTC,BTC 动态委托做多 最佳参数,多头,1,2024-02-14 03:00:00,48981.0,2024-02-29 01:00:00,63094.0,0.1,4898.1,94.03,2.26,1.9,1409.04,49349.31,2.46,14.985,15R,57378.98,59349.29,开仓 Maker / 平仓 Taker
5043,ETH,ETH 动态委托做多 最佳参数,多头,1,2024-02-26 17:00:00,3040.09,2024-02-29 01:00:00,3462.09,3.08,9363.48,99.82,3.92,3.2,1295.84,50645.15,2.25,12.9814,13R,57515.48,60645.12,开仓 Maker / 平仓 Taker
5050,SOL,SOL 动态委托做多 最佳参数,多头,2,2024-02-28 04:00:00,108.42,2024-02-29 01:00:00,110.37,62.5,6776.25,100.0,3.83,2.5,118.05,50763.2,0.2,1.1805,1R,58251.01,60763.17,开仓 Maker / 平仓 Taker
5053,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2024-02-28 21:00:00,0.09837,2024-02-29 01:00:00,0.12149,43290.04,4258.44,100.0,1.9,1.73,998.97,51762.17,1.72,9.9897,10R,57940.24,61762.14,开仓 Maker / 平仓 Taker
5055,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-01 08:00:00,0.11953,2024-03-01 22:00:00,0.12994,9680.54,1157.11,100.0,0.87,0.77,-101.64,51660.53,-0.16,-1.0164,止损,61762.14,61660.49,双边 Taker
5057,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-02 04:00:00,131.58,2024-03-02 20:00:00,129.84,15.77,2075.02,99.98,1.48,1.26,25.96,51686.49,0.04,0.2596,斜率转正平仓,61660.49,61686.45,双边 Taker
5058,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-02 21:00:00,129.3,2024-03-03 03:00:00,130.77,21.59,2791.59,99.96,2.02,1.73,-33.76,51652.73,-0.05,-0.3377,斜率转正平仓,61686.45,61652.69,双边 Taker
5060,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-03 05:00:00,0.14206,2024-03-03 06:00:00,0.14233,12224.93,1736.67,100.0,1.25,1.22,-4.55,51648.18,-0.01,-0.0455,斜率转正平仓,61652.69,61648.14,双边 Taker
5061,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-03 06:00:00,128.36,2024-03-03 09:00:00,130.26,25.12,3224.4,99.98,2.34,2.01,-50.07,51598.11,-0.08,-0.5008,斜率转正平仓,61648.14,61598.07,双边 Taker
5056,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-03-01 23:00:00,0.12398,2024-03-03 15:00:00,0.13167,26109.66,3237.08,100.0,1.29,1.04,199.5,51797.61,0.32,1.995,2R,61660.49,61797.57,开仓 Maker / 平仓 Taker
5059,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-03-03 01:00:00,128.35,2024-03-03 15:00:00,127.05,51.54,6615.16,99.99,3.69,2.06,-70.69,51726.92,-0.11,-0.707,止损,61686.45,61726.88,开仓 Maker / 平仓 Taker
5063,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-03 15:00:00,126.72,2024-03-03 17:00:00,131.04,23.58,2988.06,99.98,2.19,1.89,-104.05,51622.87,-0.17,-1.0408,止损,61726.88,61622.83,双边 Taker
5062,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-03 09:00:00,0.14012,2024-03-03 19:00:00,0.14011,12787.72,1791.82,100.0,1.29,1.28,-1.16,51621.71,-0.0,-0.0116,保本,61598.07,61621.67,双边 Taker
5068,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-03 23:00:00,129.33,2024-03-04 00:00:00,130.48,25.06,3241.01,99.99,2.34,2.0,-31.16,51590.55,-0.05,-0.3117,斜率转正平仓,61621.67,61590.5,双边 Taker
5067,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-03 23:00:00,0.1402,2024-03-04 01:00:00,0.14039,10718.11,1502.68,100.0,1.08,1.07,-3.12,51587.43,-0.01,-0.0312,斜率转正平仓,61621.67,61587.38,双边 Taker
5069,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-05 01:00:00,127.43,2024-03-05 05:00:00,130.6,21.36,2721.9,99.96,1.98,1.71,-69.7,51517.73,-0.11,-0.6972,斜率转正平仓,61587.38,61517.69,双边 Taker
5064,BTC,BTC 动态委托做多 最佳参数,多头,1,2024-03-03 18:00:00,61721.7,2024-03-05 08:00:00,67938.9,0.16,9875.47,99.25,4.03,3.26,990.72,52508.45,1.61,9.9823,10R,61622.83,62508.41,开仓 Maker / 平仓 Taker
5066,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-03-03 22:00:00,0.13886,2024-03-05 10:00:00,0.19828,20202.02,2805.25,100.0,1.4,1.21,1199.0,53707.45,1.95,11.99,12R,61621.67,63707.41,开仓 Maker / 平仓 Taker
5070,DOGE,DOGE 动态委托做多 最佳参数,多头,2,2024-03-05 12:00:00,0.19369,2024-03-05 12:00:00,0.18468,11173.18,2164.13,100.0,0.79,0.67,-101.46,53605.99,-0.16,-1.0146,止损,63707.41,63605.95,开仓 Maker / 平仓 Taker
5071,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-05 12:00:00,130.01,2024-03-05 14:00:00,132.01,21.73,2825.12,99.96,2.05,1.74,-45.51,53560.48,-0.07,-0.4553,斜率转正平仓,63605.95,63560.44,双边 Taker
5072,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-03-05 15:00:00,0.18474,2024-03-05 16:00:00,0.17564,9337.06,1724.93,100.0,0.94,0.56,-85.91,53474.57,-0.14,-0.8591,止损,63560.44,63474.53,开仓 Maker / 平仓 Taker
5073,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-05 15:00:00,129.53,2024-03-05 20:00:00,132.43,20.28,2626.87,99.98,1.91,1.62,-60.72,53413.85,-0.1,-0.6074,斜率转正平仓,63560.44,63413.8,双边 Taker
5074,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-03-05 22:00:00,0.18525,2024-03-05 23:00:00,0.17652,11534.02,2136.68,100.0,0.78,0.69,-101.48,53312.37,-0.16,-1.0148,止损,63413.8,63312.33,开仓 Maker / 平仓 Taker
5065,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-03-03 19:00:00,129.03,2024-03-06 00:00:00,131.45,42.01,5420.55,99.98,2.09,1.68,99.58,53411.95,0.16,0.9959,1R,61621.67,63411.9,开仓 Maker / 平仓 Taker
5054,ETH,ETH 动态委托做多 最佳参数,多头,2,2024-03-01 01:00:00,3352.96,2024-03-06 03:00:00,3519.26,1.2,4023.55,99.29,1.58,1.27,197.98,53609.93,0.32,1.9939,2R,61762.14,63609.88,开仓 Maker / 平仓 Taker
5077,SOL,SOL 动态委托做多 最佳参数,多头,2,2024-03-06 02:00:00,133.5,2024-03-06 03:00:00,129.08,22.83,3047.8,100.0,1.13,0.91,-102.04,53507.89,-0.16,-1.0204,止损,63411.9,63507.84,开仓 Maker / 平仓 Taker
5076,BTC,BTC 均线斜率做空 最佳参数,空头,0,2024-03-06 02:00:00,64024.8,2024-03-06 13:00:00,66440.6,0.03,1920.74,80.75,1.41,1.18,-73.88,53434.01,-0.12,-0.9149,斜率转正平仓,63411.9,63433.96,双边 Taker
5078,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-06 03:00:00,118.86,2024-03-06 14:00:00,130.25,8.84,1050.72,99.98,0.79,0.71,-101.48,53332.53,-0.16,-1.015,止损,63507.84,63332.48,双边 Taker
5075,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-05 23:00:00,0.17295,2024-03-06 16:00:00,0.17294,5313.49,918.97,100.0,0.66,0.64,-0.61,53331.92,-0.0,-0.0061,保本,63312.33,63331.87,双边 Taker
5081,DOGE,DOGE 动态委托做多 最佳参数,多头,1,2024-03-06 19:00:00,0.16695,2024-03-06 20:00:00,0.15747,10604.45,1770.41,100.0,0.64,0.53,-101.17,53230.75,-0.16,-1.0117,止损,63331.87,63230.69,开仓 Maker / 平仓 Taker
5079,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-06 17:00:00,0.16685,2024-03-06 23:00:00,0.16124,4866.18,811.92,100.0,0.57,0.54,26.72,53257.47,0.04,0.2672,斜率转正平仓,63331.87,63257.42,双边 Taker
5080,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-06 17:00:00,129.37,2024-03-06 23:00:00,128.32,11.09,1434.71,99.92,1.03,0.89,10.62,53268.09,0.02,0.1062,斜率转正平仓,63331.87,63268.03,双边 Taker
5083,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-07 10:00:00,0.15692,2024-03-07 23:00:00,0.15882,7288.62,1143.73,100.0,0.83,0.73,-14.68,53253.41,-0.02,-0.1468,斜率转正平仓,63268.03,63253.36,双边 Taker
5085,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-08 00:00:00,0.1533,2024-03-08 07:00:00,0.15776,8703.22,1334.2,100.0,0.97,0.87,-39.79,53213.62,-0.06,-0.3979,斜率转正平仓,63253.36,63213.56,双边 Taker
5087,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-08 18:00:00,146.17,2024-03-08 19:00:00,149.08,19.92,2911.71,100.0,2.12,1.99,-60.08,53153.54,-0.1,-0.6009,斜率转正平仓,63213.56,63153.48,双边 Taker
5088,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-08 23:00:00,145.3,2024-03-09 00:00:00,148.53,16.0,2324.8,100.0,1.69,1.6,-53.37,53100.17,-0.08,-0.5337,斜率转正平仓,63153.48,63100.11,双边 Taker
5090,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-09 07:00:00,0.1645,2024-03-09 09:00:00,0.16875,9242.14,1520.33,100.0,1.11,1.02,-40.39,53059.78,-0.06,-0.4039,斜率转正平仓,63100.11,63059.72,双边 Taker
5092,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-09 16:00:00,147.35,2024-03-09 19:00:00,146.94,20.4,3005.94,99.96,2.16,2.04,6.2,53065.98,0.01,0.0621,斜率转正平仓,63059.72,63065.92,双边 Taker
5091,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-09 16:00:00,0.16679,2024-03-09 20:00:00,0.16727,11111.11,1853.22,100.0,1.34,1.33,-6.67,53059.31,-0.01,-0.0667,斜率转正平仓,63059.72,63059.25,双边 Taker
5094,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-09 22:00:00,0.16693,2024-03-09 23:00:00,0.17,13477.08,2249.73,100.0,1.63,1.62,-43.01,53016.3,-0.07,-0.4301,斜率转正平仓,63059.25,63016.24,双边 Taker
5093,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-09 20:00:00,145.98,2024-03-10 01:00:00,145.15,21.55,3145.87,99.99,2.26,2.15,15.63,53031.93,0.02,0.1563,斜率转正平仓,63059.25,63031.87,双边 Taker
5095,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-10 07:00:00,144.29,2024-03-10 10:00:00,147.98,27.85,4018.48,99.98,2.93,2.79,-105.7,52926.23,-0.17,-1.0572,止损,63031.87,62926.17,双边 Taker
5096,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-10 11:00:00,146.77,2024-03-10 13:00:00,147.71,27.7,4065.53,100.0,2.94,2.77,-28.97,52897.26,-0.05,-0.2898,斜率转正平仓,62926.17,62897.2,双边 Taker
5086,SOL,SOL 动态委托做多 最佳参数,多头,1,2024-03-08 05:00:00,144.81,2024-03-10 22:00:00,141.57,31.34,4538.35,99.97,1.7,1.57,-103.24,52794.02,-0.16,-1.0326,止损,63253.36,62793.96,开仓 Maker / 平仓 Taker
5097,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-10 19:00:00,145.47,2024-03-11 03:00:00,145.23,29.67,4316.09,99.99,3.11,2.97,4.02,52798.04,0.01,0.0402,斜率转正平仓,62897.2,62797.98,双边 Taker
5089,ETH,ETH 动态委托做多 最佳参数,多头,1,2024-03-09 00:00:00,3843.34,2024-03-11 06:00:00,3844.34,1.48,5688.14,99.35,2.16,1.72,-0.68,52797.36,-0.0,-0.0069,保本,63100.11,62797.3,开仓 Maker / 平仓 Taker
5098,DOGE,DOGE 均线斜率做空 最佳参数,空头,0,2024-03-10 21:00:00,0.1697,2024-03-11 15:00:00,0.17771,12674.27,2150.82,100.0,1.59,1.52,-103.11,52694.25,-0.16,-1.0311,止损,62897.2,62694.19,双边 Taker
5099,SOL,SOL 均线斜率做空 最佳参数,空头,0,2024-03-11 05:00:00,143.74,2024-03-11 15:00:00,143.73,28.16,4047.72,99.97,2.91,2.82,-2.63,52691.62,-0.0,-0.0263,保本,62797.98,62691.56,双边 Taker
5100,ETH,ETH 均线斜率做空 最佳参数,空头,0,2024-03-11 08:00:00,3828.24,2024-03-11 15:00:00,3927.42,1.03,3943.09,99.76,2.88,2.4,-105.03,52586.59,-0.17,-1.0529,止损,62797.3,62586.53,双边 Taker
5103,ETH,ETH 动态委托做多 最佳参数,多头,1,2024-03-12 16:00:00,3980.94,2024-03-12 20:00:00,3981.97,2.17,8638.64,99.65,3.28,2.6,-1.05,52585.54,-0.0,-0.0105,保本,62586.53,62585.48,开仓 Maker / 平仓 Taker
