condition_group,condition_value,side,sample_count,conclusion_level,next_day_bull_rate,next_day_bear_rate,hit_stop_first_rate,hit_1R_first_rate,hit_2R_first_rate,hit_1R_rate,hit_2R_rate,stop_rate,avg_final_close_R,median_final_close_R,gross_expectancy_R,net_expectancy_R,net_median_R,positive_net_rate,avg_mfe_R,avg_mae_R,avg_risk_pct,ambiguous_bar_rate
last_hour_wick_type,normal_bull,long,136,conclusion_ok,0.5073529411764706,0.49264705882352944,0.5220588235294118,0.36764705882352944,0.11029411764705882,0.8308823529411765,0.5955882352941176,0.8529411764705882,0.0979982216059022,0.04099057970217676,-0.06015213158184438,-0.11015213158184452,-1.05,0.14705882352941177,4.021968737643748,4.053032900303471,0.008097511405856194,0.3014705882352941
recent_3day_bias,mixed,long,788,conclusion_ok,0.5203045685279187,0.4796954314720812,0.6637055837563451,0.17639593908629442,0.15736040609137056,0.881979695431472,0.7538071065989848,0.9073604060913706,0.2214078117371885,0.19970981313177621,-0.06045160649131251,-0.11045160649131262,-1.05,0.09137055837563451,8.12544822003607,8.831538853675589,0.004609071141906425,0.5951776649746193
trend_regime,downtrend,long,466,conclusion_ok,0.5128755364806867,0.4871244635193133,0.6459227467811158,0.21244635193133046,0.13948497854077252,0.8948497854077253,0.7660944206008584,0.9012875536480687,-0.24177464168913806,0.18376104534979526,-0.06447270867921798,-0.11447270867921805,-1.05,0.09656652360515021,8.486290743246878,9.515225222321428,0.005290524776921142,0.6008583690987125
close_area,low_area,long,443,conclusion_ok,0.5282167042889391,0.4717832957110609,0.6501128668171557,0.2144469525959368,0.13544018058690746,0.90744920993228,0.7968397291196389,0.8939051918735892,0.021029096443106896,0.5528455284553048,-0.09061052010351402,-0.1406105201035141,-1.05,0.10609480812641084,8.85890886907241,9.925841355254535,0.004280789912176662,0.636568848758465
recent_3day_bias,two_bearish,long,182,conclusion_ok,0.5054945054945055,0.4945054945054945,0.6868131868131868,0.2087912087912088,0.1043956043956044,0.9010989010989011,0.8021978021978022,0.9065934065934066,0.529635801780053,0.1870879205838784,-0.1063458503147463,-0.15634585031474638,-1.05,0.09340659340659341,8.921603501735209,9.425495113314934,0.004407597456437709,0.5989010989010989
changed_bear_to_bull,True,long,36,conclusion_ok,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.3055555555555556,0.1111111111111111,0.6944444444444444,0.4722222222222222,0.8333333333333334,0.23507316127384945,-0.2701149140364659,-0.21343316663989909,-0.2634331666398992,-1.05,0.16666666666666666,4.013736630080627,3.8101364265869813,0.007410871828516661,0.25
last_hour_change_type,changed_bear_to_bull,long,36,conclusion_ok,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.3055555555555556,0.1111111111111111,0.6944444444444444,0.4722222222222222,0.8333333333333334,0.23507316127384945,-0.2701149140364659,-0.21343316663989909,-0.2634331666398992,-1.05,0.16666666666666666,4.013736630080627,3.8101364265869813,0.007410871828516661,0.25
breakout_type,confirmed_up_breakout,long,62,conclusion_ok,0.41935483870967744,0.5806451612903226,0.5645161290322581,0.3709677419354839,0.03225806451612903,0.6774193548387096,0.3870967741935484,0.7096774193548387,0.006786210176152809,-0.4720606208554784,-0.21924033226419168,-0.2692403322641917,-1.05,0.24193548387096775,2.1016059503471594,2.45710054760212,0.013108677434924504,0.14516129032258066
phase2_simple_setup,bear__long_upper_bear__low_area__shrinking_volume,long,34,conclusion_ok,0.4411764705882353,0.5588235294117647,0.8235294117647058,0.029411764705882353,0.14705882352941177,0.9117647058823529,0.8823529411764706,0.9705882352941176,-1.8933884025004217,-1.9596946470895777,-0.32630410654829517,-0.37630410654829527,-1.05,0.029411764705882353,12.996482167544785,16.420568747572446,0.002064058528542682,0.8823529411764706
phase2_simple_setup,bear__long_lower_bear__middle_area__normal_volume,long,33,conclusion_ok,0.48484848484848486,0.5151515151515151,0.5757575757575758,0.2727272727272727,0.15151515151515152,0.8484848484848485,0.6666666666666666,0.8787878787878788,0.4349232332515214,-0.08667736757626836,-0.3263549315975675,-0.3763549315975675,-1.05,0.12121212121212122,6.79088664402374,6.28249754406774,0.005180354202332778,0.3939393939393939
phase2_simple_setup,bear__long_lower_bear__low_area__shrinking_volume,long,56,conclusion_ok,0.5714285714285714,0.42857142857142855,0.5892857142857143,0.2857142857142857,0.125,0.9642857142857143,0.8571428571428571,0.9107142857142857,2.8026591435761765,0.8403623188405914,-0.37570112862321875,-0.42570112862321885,-1.05,0.08928571428571429,10.072220319984476,7.419575739154304,0.003389146807432574,0.8035714285714286
phase2_simple_setup,bull__long_upper_bull__high_area__shrinking_volume,long,102,conclusion_ok,0.43137254901960786,0.5686274509803921,0.6568627450980392,0.13725490196078433,0.20588235294117646,0.9411764705882353,0.8235294117647058,0.9509803921568627,0.8267405805477663,-1.69335927289903,-0.3948122291059717,-0.44481222910597185,-1.05,0.049019607843137254,10.215800064819438,9.769917140502761,0.0029705482958488094,0.7352941176470589
changed_bull_to_bear,True,long,36,conclusion_ok,0.5,0.5,0.6944444444444444,0.1388888888888889,0.16666666666666666,0.8888888888888888,0.8333333333333334,0.9722222222222222,-1.9800294169361112,-0.043037886983245996,-0.4490514905149046,-0.4990514905149047,-1.05,0.027777777777777776,9.54393015168218,12.860332914464461,0.002443111499880576,0.7777777777777778
last_hour_change_type,changed_bull_to_bear,long,36,conclusion_ok,0.5,0.5,0.6944444444444444,0.1388888888888889,0.16666666666666666,0.8888888888888888,0.8333333333333334,0.9722222222222222,-1.9800294169361112,-0.043037886983245996,-0.4490514905149046,-0.4990514905149047,-1.05,0.027777777777777776,9.54393015168218,12.860332914464461,0.002443111499880576,0.7777777777777778
