trade_id,symbol,timeframe,direction,cross_time,entry_time,exit_time,entry_price,exit_price,ema15_at_entry,ma50_at_entry,atr_at_entry,stop_price,qty,gross_pnl,fee,slippage,net_pnl,r_multiple,exit_reason,bars_after_cross,pullback_index,pullback_depth_pct,ema15_slope_5,ema15_slope_10,ma50_slope_10,daily_filter_pass,max_r_before_exit,max_drawdown_r,holding_bars
T0027,BTC-USDT-SWAP,4H,short,2023-05-24 16:00,2023-05-26 04:00,2023-05-26 20:00,26468,26825.3,26524.4250602477389629042153,26879.764,297.7297458827113202684308631,26825.3,0.27,-96.471,3.67937316,0,-100.15037316,-1.038139680940386230058774139,止损,8,1,0.4696612253396662436345565834,-0.008696145955478253852141115965,-0.02022721520045308678474347571,-0.004868718341425914304902379351,true,0.3876294430450601735236495942,1.335012594458438287153652393,4
T0028,BTC-USDT-SWAP,4H,short,2023-06-02 12:00,2023-06-04 04:00,2023-06-05 04:00,27096.4,27425.6,27143.23781126601270297592096,27228.652,274.3199016802261885805750435,27425.6,0.3,-98.76,4.1813028,0,-102.9413028,-1.042338019441069258809234508,止损,9,1,0.6501147356147220149462277269,0.0009566077163209463316088964301,0.002609794891505193321489879023,0.005940213272401439483673301198,true,0.5558930741190765492102065614,1.16160388821385176184690158,6
T0029,BTC-USDT-SWAP,4H,short,2023-07-07 04:00,2023-07-08 04:00,2023-07-11 00:00,30238.5,30695,30362.36197661466240632411613,30588.992,380.4112089207038194084319249,30695,0.21,-95.865,3.27305475,0,-99.13805475,-1.03414233296823658269441402,止损,5,1,0.3182822978652615482701389768,-0.005204583334304607803774006295,-0.009443916396279436849690328132,-0.0001893491619468859908819486435,true,0.6319824753559693318729463308,1.325520262869660460021905805,17
T0030,BTC-USDT-SWAP,4H,short,2023-07-16 08:00,2023-07-17 00:00,2023-07-18 04:00,30374.2,30016,30429.39874942512838668623708,30493.838,280.1777793635590952289486101,30710.5,0.29,103.878,4.4549481,0,99.4230519,1.01944130240856378233719893,1R,3,1,0.04995580326791305742100152831,-0.004216271219628849697730939349,-0.01176462471647737783420421939,0.0007070936757780375169567044988,true,2.168302111210228962236098721,0.09872137972048765982753493904,7
T0031,BTC-USDT-SWAP,4H,short,2023-08-03 08:00,2023-08-04 08:00,2023-08-07 04:00,29196.6,29175.5,29242.9931625014181864985208,29281.956,259.2808299340142113103869022,29507.8,0.32,6.752,4.7624544,0,1.9895456,0.01997856683804627249357326478,保本,5,1,0.4202949979011945916244749489,-0.001485261842849903208191657428,-0.002356475939816073524104838929,0.0002666488536489843779561720535,true,1.274421593830334190231362468,0.4492287917737789203084832905,17
T0032,BTC-USDT-SWAP,4H,short,2023-08-15 08:00,2023-08-15 16:00,2023-08-17 00:00,29411,29201.4,29421.81202175849740175892634,29432.416,156.9196413949923380285470374,29599.4,0.53,111.088,7.90980162,0,103.17819838,1.033311284501061571125265393,1R,1,1,0.0499220722049352550327580347,0.0003942702108709634872940452127,0.00001972030387924619947930688609,0.002389066531269468330428599541,true,2.415074309978768577494692144,0.5169851380042462845010615711,8
T0033,BTC-USDT-SWAP,4H,short,2023-09-11 00:00,2023-09-11 08:00,2023-09-12 00:00,25838.2,25177.2,25854.54060008326336041668769,25857.874,178.4000964764798241697488612,26052.3,0.46,304.06,5.95218012,0,298.10781988,3.026905548808967772069126576,3R,1,1,0.7559964144793474750968390241,-0.001486476239535465439946667084,-0.00196864738037615551691138237,-0.0001647467227970868757423754173,true,4.241943017281644091546006539,0.3353573096683792620270901448,4
T0034,BTC-USDT-SWAP,4H,short,2023-10-10 08:00,2023-10-10 20:00,2023-10-12 08:00,27508,26926.3,27686.38455787227267993253132,27716.976,234.0324377322821528527047166,27788.9,0.35,203.595,4.8368838,0,198.7581162,2.021645895336418654325382698,2R,2,1,0.185706595313139181619145565,-0.003093664699498025070663646944,-0.006357894906224072051433616471,0.002799511750488220648601781089,true,3.477750088999644001423994304,0.4556781772872908508365966536,9
T0035,BTC-USDT-SWAP,4H,short,2023-11-17 00:00,2023-11-17 12:00,2023-11-20 04:00,36493.9,37263.5,36589.92349320831353554363753,36718.87,641.3009544822430723155629485,37263.5,0.12,-92.352,2.2666734,0,-94.6186734,-1.024543847453222453222453222,止损,2,1,0.2297804935484285315181162262,-0.004811743760244798561295637007,0.01126528126013274398881942461,0.00929396792439418751176166369,true,0.8208160083160083160083160083,1.329002079002079002079002079,16
T0036,BTC-USDT-SWAP,4H,short,2023-11-28 08:00,2023-11-28 20:00,2023-11-29 00:00,37249.9,37697.4,37256.10944852754747556698543,37298.61,372.8349545674165243368394332,37697.4,0.22,-98.45,4.21488078,0,-102.66488078,-1.0428124,止损,2,1,0.02091080251741215043204519996,-0.002971461306015309537449500513,-0.009203149417212619505636711308,0.002092571278125377862606676227,true,0.2366480446927374301675977654,2.570055865921787709497206704,1
T0037,BTC-USDT-SWAP,4H,short,2024-02-06 04:00,2024-02-06 12:00,2024-02-08 00:00,42854.9,43416,42864.74537762849528529168635,42902.996,467.5317985078084109104827806,43416,0.17,-95.387,3.74985915,0,-99.13685915,-1.039312056674389591873106398,止损,1,1,0.2401848452953547198663141959,-0.001003090104021704467584542431,-0.003322030695320931841879074222,0.003562548405710407730033585533,true,0.3496702905008019960791302798,1.563892354304045624665834967,9
T0038,BTC-USDT-SWAP,4H,short,2024-02-22 08:00,2024-02-22 20:00,2024-02-25 00:00,51640.6,51603.4,51673.77252491861602410227699,51786.324,739.8509826722027198171394436,52528.5,0.11,4.092,2.89556454,0,1.19643546,0.01224989976348687915305777678,保本,2,1,0.7474342518637161717642776326,-0.0008764311333435072138281982742,-0.004693504281679228744522567488,0.007621703367089735892433685774,true,1.247437774524158125915080527,0.5267485077148327514359725194,13
T0039,BTC-USDT-SWAP,4H,short,2024-03-16 04:00,2024-03-16 12:00,2024-03-21 00:00,69216.9,64526,69948.42276728238312265931638,70114.746,1933.685206749714619852708296,71537.4,0.04,187.636,1.3444758,0,186.2915242,2.007019222150398620986856281,2R,1,1,0.1881060751796689579410647493,-0.01504677491018132012449080279,-0.03527383117053980335490761133,0.007024142967015811481367984988,true,3.641801335918982977806507218,0.1218271924154277095453566042,27
T0040,BTC-USDT-SWAP,4H,short,2024-04-26 12:00,2024-04-27 00:00,2024-04-30 04:00,63497.7,63451.9,64526.59419654928951787604192,64852.972,965.8594683996012662908552571,64656.8,0.08,3.664,2.58938712,0,1.07461288,0.01158887153826244500043136917,保本,2,1,0.4593544834364766077085266947,-0.005950916167810806699759114914,-0.01581443052122525040943514405,0.006146549459599168408195695334,true,1.475368820636700888620481408,0.7784487964800276076266068501,19
T0041,BTC-USDT-SWAP,4H,short,2024-05-28 08:00,2024-05-28 20:00,2024-05-30 12:00,68402.4,68353.1,68747.76093005412605140123169,69041.054,975.60117878949635673563879,69573.2,0.08,3.944,2.78939808,0,1.15460192,0.01232706183805944653228561667,保本,2,1,0.2214458593069906527050784475,-0.003657068453141577178732654561,-0.002597767083270692931504058553,0.005628824843838565963955301146,true,1.089596856850017082336863683,0.4707892039631021523744448241,10
T0042,BTC-USDT-SWAP,4H,short,2024-06-10 04:00,2024-06-10 12:00,2024-06-12 00:00,69609.9,67087.3,69680.18838635560393820237817,69747.92,515.006093646277719409506553,70228,0.16,403.616,5.53486608,0,398.08113392,4.02525010030739362562692121,4R,1,1,0.1700793530971600564064227018,-0.001310698549108263277462604339,-0.007166648013249515478218583859,0.004906210823204476922035811247,true,5.985439249312408995308202556,0.9305937550558162109690988513,9
T0043,BTC-USDT-SWAP,4H,short,2024-07-31 12:00,2024-08-01 00:00,2024-08-02 04:00,66380,64010.6,66724.87600342677479354274968,66865.648,967.2986866622647094137284664,67540.8,0.08,189.552,2.64006528,0,186.91193472,2.012749124741557546519641626,2R,2,1,0.207454857714709272273661005,-0.007389061039349405322279628159,-0.01904131537970500842004767136,-0.003555428042812057994263362257,true,3.543418332184700206753962784,0.3962784286698828394210889042,7
T0044,BTC-USDT-SWAP,4H,short,2024-08-15 16:00,2024-08-16 04:00,2024-08-16 16:00,57044.2,58645.7,59088.89399069208769846951746,59486.22,1334.583300880113060621509661,58645.7,0.06,-96.09,1.78014492,0,-97.87014492,-1.018525808304714330315329379,止损,2,1,1.307531681722822911154792591,-0.01179134634881779147020591774,-0.01375513138705856622081474072,0.0102186355091986009532964105,true,0.6218545113955666562597564783,1.033655947549172650640024977,3
T0045,BTC-USDT-SWAP,4H,short,2024-08-28 12:00,2024-08-29 20:00,2024-09-02 00:00,60058.6,58716.2,60315.93122514784655708853934,61848.254,1082.509003256808667804667514,61357.7,0.07,93.968,2.11026354,0,91.85773646,1.010124992687245015780155492,1R,7,1,0.2686997805723693019828360481,-0.01408429957809333929214561841,-0.04346348883892405667436666924,-0.000774864234647594093763746346,true,2.238857670695096605342159957,0.8554383804172119159418058656,19
